name,name_en,service_type,lat,lng,country_code
Auberge de l'Île,Auberge de l'Île,restaurant,45.797775,4.8332946,FR
My Little Warung,My Little Warung,restaurant,45.7637883,4.8579273,FR
Warlis & Bro,Warlis & Bro,restaurant,45.7637971,4.8575858,FR
Le Splendid,Le Splendid,restaurant,45.7674145,4.8588061,FR
L'Affaire du 6,L'Affaire du 6,restaurant,45.7699312,4.8561585,FR
Cerise et Potiron,Cerise et Potiron,greengrocer,45.7690645,4.8572144,FR
Sinabro,Sinabro,restaurant,45.7690233,4.8565789,FR
Le Verdi,Le Verdi,restaurant,45.7683363,4.8571688,FR
Les Carnets d'Édouard,Les Carnets d'Édouard,restaurant,45.7683234,4.856769,FR
Le Polly,Le Polly,restaurant,45.7688959,4.8571994,FR
Bistro Georgette,Bistro Georgette,restaurant,45.7706328,4.8541972,FR
Maison Clovis,Maison Clovis,restaurant,45.7678286,4.8571543,FR
Épicure,Épicure,restaurant,45.7654499,4.8550008,FR
Mayday,Mayday,restaurant,45.7674493,4.8571062,FR
L'Horloge,L'Horloge,restaurant,45.7674129,4.8567224,FR
Les Bons Copains,Les Bons Copains,restaurant,45.769063,4.8553908,FR
Le Ch'ti Pot Ney,Le Ch'ti Pot Ney,restaurant,45.7687708,4.8554612,FR
Ô 16,Ô 16,restaurant,45.7688393,4.8568256,FR
La Casa Paola,La Casa Paola,restaurant,45.7686202,4.8568065,FR
Chez Song,Chez Song,restaurant,45.7665777,4.8558328,FR
Le Napolitain,Le Napolitain,restaurant,45.7667416,4.8558028,FR
Milou,Milou,restaurant,45.7668789,4.855593,FR
Milonga Restaurante,Milonga Restaurante,restaurant,45.7674017,4.8556973,FR
ogam,ogam,restaurant,45.7679998,4.8555723,FR
Restaurant Élephant,Restaurant Élephant,restaurant,45.7678781,4.8555954,FR
Le Petit Casino de Liberté,Le Petit Casino de Liberté,convenience,45.7598651,4.8425324,FR
Grand Café de la Préfecture,Grand Café de la Préfecture,cafe,45.7598384,4.8421115,FR
Zadig & Voltaire,Zadig & Voltaire,clothes,45.7624072,4.8342714,FR
By Johanne,By Johanne,clothes,45.7595615,4.8322113,FR
Panerai,Panerai,watches,45.7594088,4.833255,FR
Tudor,Tudor,watches,45.758956,4.8340461,FR
Casa Nobile,Casa Nobile,restaurant,45.7591043,4.8359505,FR
Savanah,Savanah,cafe,45.7646438,4.8283256,FR
Les Évadés,Les Évadés,restaurant,45.7623232,4.8283698,FR
Maison Cot.,Maison Cot.,furniture,45.7523478,4.8297116,FR
Bistrot Compa,Bistrot Compa,restaurant,45.7507047,4.8264779,FR
Gochi,Gochi,restaurant,45.7513335,4.8261861,FR
Pog,Pog,cafe,45.7513036,4.8263148,FR
Sampa,Sampa,restaurant,45.7514533,4.825817,FR
Brasserie des Charpennes,Brasserie des Charpennes,cafe,45.7705665,4.8625313,FR
"La maison ""Au bon accueil""","La maison ""Au bon accueil""",convenience,45.7462477,4.8865951,FR
Boucherie Traiteur du 3ème,Boucherie Traiteur du 3ème,butcher,45.7500568,4.8864924,FR
Collectif branche nature,Collectif branche nature,farm,45.7501211,4.8877964,FR
Fleuralyon,Fleuralyon,florist,45.7501557,4.8867875,FR
Boulangerie Pâtisserie Maison Champeaud,Boulangerie Pâtisserie Maison Champeaud,bakery,45.7507053,4.8878166,FR
L'atelier de Xavier,L'atelier de Xavier,bakery,45.7238283,4.8645824,FR
Bebel Shop,Bebel Shop,butcher,45.7236984,4.8646535,FR
Maison Mathieu,Maison Mathieu,bakery,45.7271443,4.8626172,FR
